contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho,as_of,strike_diff
NFLX231020P00355000,NFLX,2023-10-20,355.0,put,14.10,14.25,14.10,30,14.40,39,752,1574,2023-10-17,1.15144,-0.46979,0.01071,-2.43542,0.12829,-0.01492,2023-10-17,0.0
NFLX230721C00475000,NFLX,2023-07-21,475.0,call,20.81,20.62,20.30,21,20.95,1,5547,2970,2023-07-18,1.20997,0.52186,0.00765,-3.48944,0.17147,0.01866,2023-07-18,0.0
NFLX230721P00475000,NFLX,2023-07-21,475.0,put,20.71,20.77,20.65,1,20.90,1,937,331,2023-07-18,1.20997,-0.47814,0.00765,-3.42336,0.17147,-0.02037,2023-07-18,0.0
NFLX230421C00335000,NFLX,2023-04-21,335.0,call,14.00,13.97,13.85,3,14.10,44,1819,999,2023-04-17,1.07339,0.50005,0.01067,-1.88458,0.13895,0.01671,2023-04-17,0.0
NFLX230421P00335000,NFLX,2023-04-21,335.0,put,16.03,15.98,15.85,45,16.10,45,858,1237,2023-04-17,1.07339,-0.49995,0.01067,-1.84027,0.13895,-0.01999,2023-04-17,0.0
NFLX230120C00325000,NFLX,2023-01-20,325.0,call,17.00,16.98,16.80,35,17.15,4,2212,3652,2023-01-18,1.69776,0.53872,0.00968,-4.08983,0.09591,0.00870,2023-01-18,0.0
NFLX230120P00325000,NFLX,2023-01-20,325.0,put,15.55,15.55,15.40,61,15.70,22,1644,1676,2023-01-18,1.69776,-0.46128,0.00968,-4.05128,0.09591,-0.00910,2023-01-18,0.0
NFLX221021C00245000,NFLX,2022-10-21,245.0,call,14.81,14.80,14.65,7,14.95,10,4210,2172,2022-10-17,1.44411,0.53209,0.01073,-1.85154,0.10203,0.01266,2022-10-17,0.0
NFLX221021P00245000,NFLX,2022-10-21,245.0,put,14.65,14.55,14.30,31,14.80,67,3866,916,2022-10-17,1.42460,-0.46829,0.01088,-1.80614,0.10204,-0.01416,2022-10-17,0.0
NFLX220722C00190000,NFLX,2022-07-22,190.0,call,15.30,15.30,15.25,1,15.35,10,1646,2197,2022-07-18,1.87337,0.54917,0.01057,-1.85682,0.07913,0.00981,2022-07-18,0.0
NFLX220722P00190000,NFLX,2022-07-22,190.0,put,14.34,14.27,14.20,11,14.35,1,3394,848,2022-07-18,1.85386,-0.45113,0.01069,-1.82947,0.07914,-0.01100,2022-07-18,0.0
NFLX220422C00340000,NFLX,2022-04-22,340.0,call,16.14,16.18,15.90,24,16.45,10,1584,109,2022-04-18,1.20997,0.50549,0.00932,-2.13530,0.14109,0.01695,2022-04-18,0.0
NFLX220422P00340000,NFLX,2022-04-22,340.0,put,18.68,18.42,18.15,12,18.70,40,736,476,2022-04-18,1.22948,-0.49379,0.00917,-2.16658,0.14108,-0.02031,2022-04-18,0.0
NFLX220121C00515000,NFLX,2022-01-21,515.0,call,19.14,19.38,18.90,2,19.85,3,603,505,2022-01-19,1.24899,0.52564,0.00835,-4.74748,0.15202,0.01379,2022-01-19,0.0
NFLX220121P00515000,NFLX,2022-01-21,515.0,put,18.90,18.73,18.35,4,19.10,5,1136,822,2022-01-19,1.26851,-0.47418,0.00822,-4.82037,0.15202,-0.01444,2022-01-19,0.0
NFLX211022C00640000,NFLX,2021-10-22,640.0,call,17.40,17.45,17.20,1,17.70,5,2619,2073,2021-10-18,0.68315,0.49659,0.00874,-2.27579,0.26643,0.03283,2021-10-18,0.0
NFLX211022P00640000,NFLX,2021-10-22,640.0,put,19.20,19.38,18.95,7,19.80,4,206,327,2021-10-18,0.68315,-0.50341,0.00874,-2.27439,0.26643,-0.03731,2021-10-18,0.0
NFLX210723C00530000,NFLX,2021-07-23,530.0,call,17.65,18.52,17.65,42,19.40,11,2862,1145,2021-07-19,0.78071,0.53726,0.00913,-2.16064,0.22133,0.02931,2021-07-19,0.0
NFLX210723P00530000,NFLX,2021-07-23,530.0,put,15.92,15.77,15.15,11,16.40,36,1075,1749,2021-07-19,0.76120,-0.46261,0.00936,-2.10515,0.22132,-0.02871,2021-07-19,0.0
NFLX210423C00555000,NFLX,2021-04-23,555.0,call,18.26,18.50,18.10,2,18.90,3,2865,1549,2021-04-19,0.81974,0.51246,0.00838,-2.37200,0.23144,0.02909,2021-04-19,0.0
NFLX210423P00555000,NFLX,2021-04-23,555.0,put,19.00,18.80,18.50,1,19.10,2,242,257,2021-04-19,0.80022,-0.48806,0.00859,-2.31458,0.23145,-0.03172,2021-04-19,0.0
NFLX210115C00500000,NFLX,2021-01-15,500.0,call,0.03,0.06,0.03,24,0.08,87,22422,13341,2021-01-15,0.05878,0.09452,0.10990,-0.12911,0.04389,0.00129,2021-01-15,0.0
NFLX210115P00500000,NFLX,2021-01-15,500.0,put,2.42,2.37,1.80,1,2.93,7,15780,10806,2021-01-15,0.09780,-0.78458,0.11475,-0.37189,0.07625,-0.01077,2021-01-15,0.0
NFLX201023C00530000,NFLX,2020-10-23,530.0,call,25.30,25.00,24.65,1,25.35,10,1367,3531,2020-10-19,1.11241,0.52789,0.00644,-3.07511,0.22110,0.02796,2020-10-19,0.0
NFLX201023P00530000,NFLX,2020-10-23,530.0,put,24.00,23.77,23.55,1,24.00,1,1253,838,2020-10-19,1.09290,-0.47243,0.00655,-3.02005,0.22112,-0.03009,2020-10-19,0.0
NFLX200717C00525000,NFLX,2020-07-17,525.0,call,25.49,25.50,25.00,5,26.00,1,3738,3027,2020-07-15,1.69776,0.51454,0.00606,-6.55494,0.15442,0.01336,2020-07-15,0.0
NFLX200717P00525000,NFLX,2020-07-17,525.0,put,27.30,27.25,25.10,15,29.40,7,608,1170,2020-07-15,1.69776,-0.48546,0.00606,-6.55350,0.15442,-0.01541,2020-07-15,0.0
NFLX200424C00435000,NFLX,2020-04-24,435.0,call,29.50,29.35,28.75,2,29.95,1,2034,766,2020-04-20,1.54167,0.54621,0.00561,-3.49762,0.18148,0.02297,2020-04-20,0.0
NFLX200424P00435000,NFLX,2020-04-24,435.0,put,27.10,26.90,26.35,2,27.45,1,1195,452,2020-04-20,1.54167,-0.45379,0.00561,-3.49702,0.18148,-0.02470,2020-04-20,0.0
NFLX200117C00340000,NFLX,2020-01-17,340.0,call,0.01,0.03,0.01,100,0.04,15,15893,8238,2020-01-17,0.01976,0.18473,0.75927,-0.04950,0.04741,0.00172,2020-01-17,0.0
NFLX200117P00340000,NFLX,2020-01-17,340.0,put,0.29,0.60,0.26,1,0.94,11,6149,5080,2020-01-17,0.05878,-0.61802,0.36492,-0.19033,0.06780,-0.00577,2020-01-17,0.0
NFLX191018C00285000,NFLX,2019-10-18,285.0,call,13.90,13.88,13.80,1,13.95,7,5343,16964,2019-10-15,1.38558,0.51718,0.01116,-2.37885,0.10271,0.01094,2019-10-15,0.0
NFLX191018P00285000,NFLX,2019-10-18,285.0,put,14.55,14.62,14.45,1,14.80,2,2383,12986,2019-10-15,1.38558,-0.48282,0.01116,-2.36402,0.10271,-0.01248,2019-10-15,0.0
NFLX190719C00365000,NFLX,2019-07-19,365.0,call,13.95,14.15,14.05,2,14.25,5,1456,2684,2019-07-16,1.03437,0.53104,0.01159,-2.28699,0.13197,0.01481,2019-07-16,0.0
NFLX190719P00365000,NFLX,2019-07-19,365.0,put,13.20,13.07,13.00,5,13.15,6,977,1906,2019-07-16,1.03437,-0.46896,0.01159,-2.26289,0.13197,-0.01519,2019-07-16,0.0
NFLX190418C00350000,NFLX,2019-04-18,350.0,call,12.90,12.90,12.80,12,13.00,7,4585,7952,2019-04-15,1.05388,0.50638,0.01197,-2.22683,0.12616,0.01347,2019-04-15,0.0
NFLX190418P00350000,NFLX,2019-04-18,350.0,put,13.76,13.82,13.75,11,13.90,7,1929,10030,2019-04-15,1.05388,-0.49362,0.01197,-2.20372,0.12616,-0.01529,2019-04-15,0.0
NFLX190118C00350000,NFLX,2019-01-18,350.0,call,15.25,15.32,15.15,11,15.50,26,5167,7293,2019-01-16,1.40509,0.53640,0.01087,-3.64132,0.10334,0.00949,2019-01-16,0.0
NFLX190118P00350000,NFLX,2019-01-18,350.0,put,13.79,13.80,13.60,45,14.00,41,2617,2300,2019-01-16,1.40509,-0.46360,0.01087,-3.61831,0.10334,-0.00968,2019-01-16,0.0
NFLX181019C00335000,NFLX,2018-10-19,335.0,call,15.55,15.47,15.25,2,15.70,2,1808,1178,2018-10-15,1.17095,0.50701,0.00977,-2.04521,0.13910,0.01682,2018-10-15,0.0
NFLX181019P00335000,NFLX,2018-10-19,335.0,put,17.15,17.12,16.90,15,17.35,7,1272,1780,2018-10-15,1.17095,-0.49299,0.00977,-2.02521,0.13910,-0.01989,2018-10-15,0.0
NFLX180713C00395000,NFLX,2018-07-13,395.0,call,0.90,0.52,0.03,5,1.00,1,4703,1496,2018-07-13,0.01976,0.97766,0.12989,-0.03108,0.01101,0.01058,2018-07-13,0.0
NFLX180713P00395000,NFLX,2018-07-13,395.0,put,0.02,0.04,0.02,17,0.05,5,18049,3911,2018-07-13,0.03927,-0.15604,0.29421,-0.09412,0.04958,-0.00169,2018-07-13,0.0
NFLX180413C00310000,NFLX,2018-04-13,310.0,call,1.70,1.65,1.24,18,2.05,8,14051,5639,2018-04-13,0.01976,1.00000,0.00000,-0.01435,0.00000,0.00849,2018-04-13,0.0
NFLX180413P00310000,NFLX,2018-04-13,310.0,put,0.04,0.04,0.04,16,0.05,1,14134,2852,2018-04-13,0.07829,-0.09531,0.13266,-0.10681,0.02764,-0.00082,2018-04-13,0.0
NFLX180119C00220000,NFLX,2018-01-19,220.0,call,0.45,0.41,0.32,1,0.50,3,24485,8298,2018-01-19,0.01976,0.98021,0.21052,-0.01386,0.00554,0.00591,2018-01-19,0.0
NFLX180119P00220000,NFLX,2018-01-19,220.0,put,0.07,0.01,0.01,250,0.02,16,10823,4598,2018-01-19,0.01976,-0.01979,0.21052,-0.00530,0.00554,-0.00012,2018-01-19,0.0
NFLX171013C00200000,NFLX,2017-10-13,200.0,call,0.01,0.01,0.00,0,0.01,83,32420,9627,2017-10-13,0.03927,0.11015,0.45903,-0.03928,0.01965,0.00060,2017-10-13,0.0
NFLX171013P00200000,NFLX,2017-10-13,200.0,put,0.56,0.58,0.45,11,0.72,15,7973,2068,2017-10-13,0.05878,-0.79333,0.46517,-0.08257,0.02981,-0.00435,2017-10-13,0.0
NFLX170714C00160000,NFLX,2017-07-14,160.0,call,1.15,1.14,0.96,1,1.32,19,15359,4719,2017-07-14,0.07829,0.95655,0.13955,-0.03528,0.00777,0.00419,2017-07-14,0.0
NFLX170714P00160000,NFLX,2017-07-14,160.0,put,0.01,0.01,0.00,0,0.01,8,3728,1003,2017-07-14,0.07829,-0.04345,0.13955,-0.03019,0.00777,-0.00019,2017-07-14,0.0
NFLX170413C00143000,NFLX,2017-04-13,143.0,call,0.05,0.35,0.01,67,0.69,21,2274,1915,2017-04-13,0.13683,0.47167,0.38877,-0.20533,0.02977,0.00184,2017-04-13,0.0
NFLX170413P00143000,NFLX,2017-04-13,143.0,put,0.07,0.20,0.10,13,0.30,6,4431,2023,2017-04-13,0.05878,-0.56838,0.89392,-0.08439,0.02940,-0.00223,2017-04-13,0.0
NFLX170120C00133000,NFLX,2017-01-20,133.0,call,6.39,6.42,6.35,1,6.48,1,2136,1560,2017-01-17,1.34655,0.52181,0.02455,-1.07820,0.04799,0.00517,2017-01-17,0.0
NFLX170120P00133000,NFLX,2017-01-20,133.0,put,6.55,6.47,6.35,26,6.60,19,1681,501,2017-01-17,1.32704,-0.47858,0.02492,-1.06024,0.04799,-0.00576,2017-01-17,0.0
NFLX161014C00101000,NFLX,2016-10-14,101.0,call,0.44,0.46,0.40,13,0.51,2,9549,3738,2016-10-14,0.01976,1.00000,0.00015,-0.00114,0.00000,0.00277,2016-10-14,0.0
NFLX161014P00101000,NFLX,2016-10-14,101.0,put,0.01,0.01,0.00,0,0.01,44,5728,3437,2016-10-14,0.05878,-0.06499,0.40609,-0.01971,0.00673,-0.00018,2016-10-14,0.0
NFLX160715C00098000,NFLX,2016-07-15,98.0,call,0.31,0.38,0.32,1,0.43,9,10825,4397,2016-07-15,0.01976,0.99994,0.00235,-0.00109,0.00001,0.00268,2016-07-15,0.0
NFLX160715P00098000,NFLX,2016-07-15,98.0,put,0.01,0.01,0.00,0,0.01,12,6885,1710,2016-07-15,0.05878,-0.09749,0.56905,-0.02597,0.00887,-0.00026,2016-07-15,0.0
NFLX160415C00112000,NFLX,2016-04-15,112.0,call,0.01,0.01,0.01,7,0.02,4,7211,2586,2016-04-15,0.05878,0.07776,0.42412,-0.02505,0.00849,0.00024,2016-04-15,0.0
NFLX160415P00112000,NFLX,2016-04-15,112.0,put,0.50,0.51,0.42,6,0.59,41,2934,862,2016-04-15,0.05878,-0.92224,0.42412,-0.02391,0.00849,-0.00283,2016-04-15,0.0
NFLX160115C00104000,NFLX,2016-01-15,104.0,call,0.01,0.17,0.01,50,0.33,5,7514,377,2016-01-15,0.05878,0.55161,1.23588,-0.06388,0.02154,0.00157,2016-01-15,0.0
NFLX160115P00104000,NFLX,2016-01-15,104.0,put,0.04,0.09,0.01,51,0.17,11,9819,3307,2016-01-15,0.05878,-0.44839,1.23588,-0.06285,0.02154,-0.00128,2016-01-15,0.0
NFLX151016C00110000,NFLX,2015-10-16,110.0,call,8.30,8.20,8.10,3,8.30,16,4361,10100,2015-10-13,2.10751,0.53297,0.01896,-1.38943,0.03955,0.00413,2015-10-13,0.0
NFLX151016P00110000,NFLX,2015-10-16,110.0,put,8.48,8.45,8.35,23,8.55,30,3740,5935,2015-10-13,2.08800,-0.46743,0.01914,-1.37629,0.03955,-0.00491,2015-10-13,0.0
NFLX150717C00100000,NFLX,2015-07-17,100.0,call,304.50,602.62,600.40,1,604.85,1,0,1,2015-07-14,6.51716,0.99984,0.00000,-0.04344,0.00040,0.00821,2015-07-14,0.0
NFLX150717P00100000,NFLX,2015-07-17,100.0,put,0.01,0.01,0.00,0,0.50,3,0,41,2015-07-14,6.22448,-0.00009,0.00000,-0.02446,0.00024,-0.00001,2015-07-14,0.0
NFLX150417C00240000,NFLX,2015-04-17,240.0,call,0.00,238.65,236.55,1,240.75,1,0,0,2015-04-14,0.01976,1.00000,0.00000,-0.00085,0.00000,0.01973,2015-04-14,172.0
NFLX150417P00240000,NFLX,2015-04-17,240.0,put,0.00,0.01,0.00,0,0.02,100,0,134,2015-04-14,2.32214,-0.00036,0.00001,-0.02178,0.00056,-0.00001,2015-04-14,172.0
NFLX150117C00047500,NFLX,2015-01-17,47.5,call,148.68,289.70,287.70,6,291.70,1,0,35,2015-01-16,0.01976,1.00000,0.00000,-0.00017,0.00000,0.00130,2015-01-16,0.5
NFLX150117P00047500,NFLX,2015-01-17,47.5,put,0.01,0.01,0.00,0,0.25,5,0,186,2015-01-16,9.99024,-0.00003,0.00000,-0.01132,0.00002,-0.00000,2015-01-16,0.5
NFLX141018C00185000,NFLX,2014-10-18,185.0,call,0.00,264.12,262.10,1,266.15,1,0,0,2014-10-14,0.01976,1.00000,0.00000,-0.00046,0.00000,0.02027,2014-10-14,121.0
NFLX141018P00185000,NFLX,2014-10-18,185.0,put,0.00,0.01,0.00,0,0.26,41,0,0,2014-10-14,2.57579,-0.00031,0.00001,-0.01718,0.00053,-0.00002,2014-10-14,121.0
NFLX140719C00095000,NFLX,2014-07-19,95.0,call,0.00,348.48,346.90,41,350.05,12,0,0,2014-07-18,0.01976,1.00000,0.00000,-0.00023,0.00000,0.00260,2014-07-18,32.0
NFLX140719P00095000,NFLX,2014-07-19,95.0,put,0.03,0.01,0.00,0,0.07,11,0,3,2014-07-18,8.81954,-0.00018,0.00000,-0.06940,0.00016,-0.00000,2014-07-18,32.0
NFLX140419C00130000,NFLX,2014-04-19,130.0,call,136.80,215.75,213.50,6,218.00,1,0,1,2014-04-17,4.05868,0.99967,0.00001,-0.03167,0.00031,0.00712,2014-04-17,81.0
NFLX140419P00130000,NFLX,2014-04-19,130.0,put,0.02,0.01,0.00,0,0.21,15,0,10,2014-04-17,4.07819,-0.00035,0.00001,-0.03313,0.00032,-0.00001,2014-04-17,81.0
NFLX140124C00230000,NFLX,2014-01-24,230.0,call,0.00,98.00,96.85,39,99.15,5,0,0,2014-01-21,0.01976,1.00000,0.00000,-0.00044,0.00000,0.01890,2014-01-21,183.0
NFLX140124P00230000,NFLX,2014-01-24,230.0,put,0.13,0.11,0.09,11,0.13,1,151,128,2014-01-21,1.63923,-0.00662,0.00038,-0.15103,0.00553,-0.00019,2014-01-21,183.0
NFLX131019C00125000,NFLX,2013-10-19,125.0,call,0.00,208.10,206.45,1,209.75,10,0,0,2013-10-18,0.01976,1.00000,0.00000,-0.00034,0.00000,0.00342,2013-10-18,77.0
NFLX131019P00125000,NFLX,2013-10-19,125.0,put,0.00,0.01,0.00,0,0.05,5,0,182,2013-10-18,5.79522,-0.00035,0.00001,-0.06518,0.00022,-0.00000,2013-10-18,77.0
NFLX130720C00110000,NFLX,2013-07-20,110.0,call,156.05,154.65,154.05,5,155.25,5,6,0,2013-07-19,6.36106,0.99746,0.00009,-0.34654,0.00109,0.00299,2013-07-19,72.0
NFLX130720P00110000,NFLX,2013-07-20,110.0,put,0.04,0.01,0.00,0,0.01,25,0,105,2013-07-19,5.30743,-0.00049,0.00002,-0.06369,0.00024,-0.00000,2013-07-19,72.0
NFLX130420C00022500,NFLX,2013-04-20,22.5,call,0.00,140.88,139.80,16,141.95,16,0,0,2013-04-19,9.99024,0.99997,0.00000,-0.00472,0.00001,0.00062,2013-04-19,1.0
NFLX130420P00022500,NFLX,2013-04-20,22.5,put,0.00,0.01,0.00,0,0.16,46,0,0,2013-04-19,9.99024,-0.00003,0.00000,-0.00462,0.00001,-0.00000,2013-04-19,1.0
NFLX130125C00070000,NFLX,2013-01-25,70.0,call,15.20,27.50,26.50,68,28.50,26,0,2,2013-01-22,0.01976,1.00000,0.00000,-0.00027,0.00000,0.00575,2013-01-22,56.0
NFLX130125P00070000,NFLX,2013-01-25,70.0,put,0.04,0.04,0.04,55,0.05,5,207,79,2013-01-22,1.58069,-0.00806,0.00157,-0.05155,0.00196,-0.00007,2013-01-22,56.0
NFLX121026C00050000,NFLX,2012-10-26,50.0,call,18.40,18.05,17.60,15,18.50,19,31,0,2012-10-22,1.67825,0.96623,0.00629,-0.11205,0.00533,0.00521,2012-10-22,40.5
NFLX121026P00050000,NFLX,2012-10-26,50.0,put,0.29,0.27,0.24,6,0.29,5,1280,789,2012-10-22,1.83435,-0.04569,0.00736,-0.15633,0.00682,-0.00037,2012-10-22,40.5
NFLX120727C00060000,NFLX,2012-07-27,60.0,call,20.30,20.45,20.05,167,20.85,157,19,0,2012-07-23,1.95142,0.93407,0.00785,-0.26191,0.01073,0.00594,2012-07-23,48.5
NFLX120727P00060000,NFLX,2012-07-27,60.0,put,0.35,0.35,0.34,20,0.37,16,1009,261,2012-07-23,1.79532,-0.05254,0.00714,-0.20145,0.00898,-0.00050,2012-07-23,48.5
NFLX120421C00055000,NFLX,2012-04-21,55.0,call,25.98,51.22,50.55,11,51.90,16,0,2,2012-04-20,5.69767,0.99068,0.00079,-0.39676,0.00139,0.00148,2012-04-20,40.0
NFLX120421P00055000,NFLX,2012-04-21,55.0,put,0.01,0.01,0.00,0,0.01,25,0,22,2012-04-20,4.35136,-0.00135,0.00018,-0.05369,0.00025,-0.00000,2012-04-20,40.0
NFLX120127C00055000,NFLX,2012-01-27,55.0,call,0.00,0.01,22.53,0,25.03,0,0,0,2012-01-24,0.01976,1.00000,0.00000,-0.00014,0.00000,0.00452,2012-01-24,42.0
NFLX120127P00055000,NFLX,2012-01-27,55.0,put,0.00,0.01,0.00,0,0.05,0,0,0,2012-01-24,2.04897,-0.00186,0.00034,-0.01701,0.00050,-0.00001,2012-01-24,42.0
NFLX111022C00055000,NFLX,2011-10-22,55.0,call,30.45,61.75,61.05,10,62.45,11,0,10,2011-10-21,0.01976,1.00000,0.00000,-0.00011,0.00000,0.00151,2011-10-21,38.5
NFLX111022P00055000,NFLX,2011-10-22,55.0,put,0.01,0.01,0.00,0,0.02,46,0,175,2011-10-21,4.91720,-0.00110,0.00012,-0.05517,0.00022,-0.00000,2011-10-21,38.5
NFLX110722C00260000,NFLX,2011-07-22,260.0,call,16.60,16.40,16.05,21,16.75,20,76,94,2011-07-22,0.01976,1.00000,0.00000,-0.00043,0.00000,0.00712,2011-07-22,220.0
NFLX110722P00260000,NFLX,2011-07-22,260.0,put,0.01,0.01,0.00,0,0.06,50,395,3006,2011-07-22,0.44901,-0.00412,0.00187,-0.03953,0.00176,-0.00003,2011-07-22,220.0
NFLX110421C00190000,NFLX,2011-04-21,190.0,call,0.00,61.70,60.10,1,63.30,5,0,0,2011-04-21,0.01976,1.00000,0.00000,-0.00052,0.00000,0.00521,2011-04-21,154.0
NFLX110421P00190000,NFLX,2011-04-21,190.0,put,0.02,0.01,0.00,0,0.01,75,0,5,2011-04-21,1.83435,-0.00136,0.00018,-0.05392,0.00059,-0.00001,2011-04-21,154.0
NFLX110128C00140000,NFLX,2011-01-28,140.0,call,0.00,46.08,44.65,24,47.50,19,0,0,2011-01-25,0.01976,1.00000,0.00000,-0.00065,0.00000,0.01151,2011-01-25,113.0
NFLX110128P00140000,NFLX,2011-01-28,140.0,put,0.17,0.15,0.11,5,0.20,10,389,0,2011-01-25,1.52216,-0.01552,0.00151,-0.16745,0.00660,-0.00025,2011-01-25,113.0
NFLX101022C00120000,NFLX,2010-10-22,120.0,call,0.00,28.77,27.50,102,30.05,78,0,0,2010-10-19,0.01976,1.00000,0.00000,-0.00062,0.00000,0.00986,2010-10-19,98.5
NFLX101022P00120000,NFLX,2010-10-22,120.0,put,0.30,0.30,0.30,65,0.31,27,890,574,2010-10-19,1.40509,-0.03751,0.00430,-0.25921,0.01107,-0.00048,2010-10-19,98.5
NFLX100821C00060000,NFLX,2010-08-21,60.0,call,0.00,60.05,58.90,15,61.20,10,0,0,2010-07-20,0.01976,1.00000,0.00000,-0.00030,0.00000,0.05259,2010-07-20,43.0
NFLX100821P00060000,NFLX,2010-08-21,60.0,put,0.03,0.03,0.01,13,0.05,26,1,148,2010-07-20,0.89778,-0.00295,0.00028,-0.00451,0.00321,-0.00034,2010-07-20,43.0
NFLX100522C00040000,NFLX,2010-05-22,40.0,call,0.00,0.01,46.80,0,47.50,0,0,0,2010-04-20,0.01976,1.00000,0.00000,-0.00022,0.00000,0.03506,2010-04-20,27.5
NFLX100522P00040000,NFLX,2010-05-22,40.0,put,0.05,0.01,0.00,0,0.05,0,0,477,2010-04-20,0.91729,-0.00135,0.00019,-0.00164,0.00114,-0.00011,2010-04-20,27.5
NFLX100220C00040000,NFLX,2010-02-20,40.0,call,12.20,0.01,9.30,0,10.70,0,0,22,2010-01-26,0.01976,1.00000,0.00000,-0.00013,0.00000,0.02740,2010-01-26,33.0
NFLX100220P00040000,NFLX,2010-02-20,40.0,put,0.33,0.01,0.30,0,0.40,0,179,528,2010-01-26,0.35146,-0.00691,0.00419,-0.00177,0.00252,-0.00024,2010-01-26,33.0
NFLX091121C00035000,NFLX,2009-11-21,35.0,call,11.80,0.01,12.70,0,13.60,0,0,20,2009-10-21,0.01976,1.00000,0.00000,-0.00011,0.00000,0.02972,2009-10-21,28.0
NFLX091121P00035000,NFLX,2009-11-21,35.0,put,0.09,0.01,0.10,0,0.15,0,160,307,2009-10-21,0.42950,-0.00521,0.00250,-0.00145,0.00209,-0.00022,2009-10-21,28.0
NFLX090822C00027500,NFLX,2009-08-22,27.5,call,0.00,0.01,17.40,0,18.30,0,0,0,2009-07-22,0.01976,1.00000,0.00000,-0.00011,0.00000,0.02335,2009-07-22,21.0
NFLX090822P00027500,NFLX,2009-08-22,27.5,put,0.05,0.01,0.00,0,0.05,0,0,34,2009-07-22,0.66364,-0.00373,0.00127,-0.00157,0.00147,-0.00015,2009-07-22,21.0
NFLX090516C00025000,NFLX,2009-05-16,25.0,call,0.00,0.01,20.50,0,21.30,0,0,0,2009-04-22,0.01976,1.00000,0.00000,-0.00010,0.00000,0.01644,2009-04-22,18.5
NFLX090516P00025000,NFLX,2009-05-16,25.0,put,0.10,0.01,0.10,0,0.15,0,145,741,2009-04-22,0.89778,-0.00295,0.00085,-0.00198,0.00106,-0.00010,2009-04-22,18.5
NFLX090221C00017500,NFLX,2009-02-21,17.5,call,0.00,0.01,12.60,0,13.20,0,0,0,2009-01-23,0.01976,1.00000,0.00000,-0.00009,0.00000,0.01390,2009-01-23,13.0
