contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho,as_of,strike_diff
MSFT160129P00045000,MSFT,2016-01-29,45.0,put,0.07,0.08,0.07,284,0.09,37,1186,5307,2016-01-27,1.07339,-0.04752,0.02433,-0.10072,0.00375,-0.00014,2016-01-27,0.0
MSFT151023C00041000,MSFT,2015-10-23,41.0,call,3.28,6.60,6.15,1182,7.05,952,0,146,2015-10-21,1.75630,0.87457,0.03363,-0.31668,0.00721,0.00190,2015-10-21,0.0
MSFT151023P00041000,MSFT,2015-10-23,41.0,put,0.07,0.07,0.05,100,0.08,555,129,747,2015-10-21,1.13192,-0.04248,0.02288,-0.08944,0.00316,-0.00011,2015-10-21,0.0
MSFT150724C00041000,MSFT,2015-07-24,41.0,call,6.10,5.85,5.50,1593,6.20,1332,35,320,2015-07-20,0.01976,1.00000,0.00000,-0.00016,0.00000,0.00449,2015-07-20,0.0
MSFT150724P00041000,MSFT,2015-07-24,41.0,put,0.04,0.04,0.01,1083,0.08,1187,11,4077,2015-07-20,0.70267,-0.03071,0.02010,-0.02992,0.00341,-0.00016,2015-07-20,0.0
MSFT150424C00037000,MSFT,2015-04-24,37.0,call,0.00,5.85,5.50,61,6.20,38,0,0,2015-04-22,0.01976,1.00000,0.00000,-0.00013,0.00000,0.00203,2015-04-22,0.0
MSFT150424P00037000,MSFT,2015-04-24,37.0,put,0.01,0.01,0.00,0,0.02,41,0,495,2015-04-22,0.87827,-0.00967,0.00926,-0.01808,0.00082,-0.00002,2015-04-22,0.0
MSFT150123C00040000,MSFT,2015-01-23,40.0,call,7.08,7.15,7.05,742,7.25,451,161,171,2015-01-23,0.01976,1.00000,0.00000,-0.00013,0.00000,0.00110,2015-01-23,0.0
MSFT150123P00040000,MSFT,2015-01-23,40.0,put,0.01,0.01,0.00,0,0.01,184,1,430,2015-01-23,1.34655,-0.00871,0.00710,-0.03928,0.00058,-0.00001,2015-01-23,0.0
MSFT141024C00038000,MSFT,2014-10-24,38.0,call,2.50,6.38,6.20,1271,6.55,743,0,124,2014-10-22,0.01976,1.00000,0.00000,-0.00009,0.00000,0.00208,2014-10-22,0.0
MSFT141024P00038000,MSFT,2014-10-24,38.0,put,0.04,0.01,0.00,0,0.01,71,0,110,2014-10-22,0.91729,-0.01018,0.00898,-0.02039,0.00089,-0.00003,2014-10-22,0.0
MSFT140725C00038000,MSFT,2014-07-25,38.0,call,3.33,6.95,6.85,32,7.05,764,0,350,2014-07-21,1.01485,0.94631,0.02291,-0.06508,0.00512,0.00389,2014-07-21,0.0
MSFT140725P00038000,MSFT,2014-07-25,38.0,put,0.02,0.02,0.01,173,0.03,93,2140,38,2014-07-21,0.74169,-0.01503,0.01090,-0.01651,0.00178,-0.00008,2014-07-21,0.0
MSFT140425C00033000,MSFT,2014-04-25,33.0,call,3.18,6.65,6.45,118,6.85,38,0,1,2014-04-23,0.01976,1.00000,0.00000,-0.00009,0.00000,0.00181,2014-04-23,0.0
MSFT140425P00033000,MSFT,2014-04-25,33.0,put,0.01,0.01,0.00,0,0.02,149,0,20,2014-04-23,1.07339,-0.00906,0.00776,-0.01928,0.00072,-0.00002,2014-04-23,0.0
MSFT140124C00030000,MSFT,2014-01-24,30.0,call,6.07,6.03,5.90,282,6.15,531,170,231,2014-01-22,1.58069,0.94521,0.02638,-0.11662,0.00295,0.00153,2014-01-22,0.0
MSFT140124P00030000,MSFT,2014-01-24,30.0,put,0.01,0.01,0.00,0,0.01,46,192,957,2014-01-22,1.07339,-0.01045,0.00970,-0.01976,0.00074,-0.00002,2014-01-22,0.0
MSFT131025C00028000,MSFT,2013-10-25,28.0,call,0.00,5.95,4.45,259,7.45,174,0,0,2013-10-23,1.91239,0.91808,0.03167,-0.18088,0.00378,0.00137,2013-10-23,0.0
MSFT131025P00028000,MSFT,2013-10-25,28.0,put,0.01,0.01,0.00,0,0.01,80,0,252,2013-10-23,1.11241,-0.01036,0.00989,-0.01910,0.00069,-0.00002,2013-10-23,0.0
MSFT130720C00029000,MSFT,2013-07-20,29.0,call,3.62,6.70,6.60,377,6.80,259,0,3196,2013-07-17,0.01976,1.00000,0.00000,-0.00007,0.00000,0.00238,2013-07-17,0.0
MSFT130720P00029000,MSFT,2013-07-20,29.0,put,0.01,0.01,0.00,0,0.02,114,0,4749,2013-07-17,0.99534,-0.00911,0.00762,-0.01321,0.00080,-0.00003,2013-07-17,0.0
MSFT130420C00023000,MSFT,2013-04-20,23.0,call,2.89,5.88,5.75,1319,6.00,1271,0,499,2013-04-17,1.42460,0.96505,0.02073,-0.04798,0.00202,0.00180,2013-04-17,0.5
MSFT130420P00023000,MSFT,2013-04-20,23.0,put,0.01,0.01,0.00,0,0.01,29,31,7327,2013-04-17,1.09290,-0.00995,0.00929,-0.01263,0.00069,-0.00002,2013-04-17,0.5
MSFT130420C00024000,MSFT,2013-04-20,24.0,call,4.80,4.88,4.75,1380,5.00,1333,5,2195,2013-04-17,1.20997,0.95773,0.02850,-0.04758,0.00235,0.00187,2013-04-17,0.5
MSFT130420P00024000,MSFT,2013-04-20,24.0,put,0.01,0.01,0.00,0,0.01,36,69,9514,2013-04-17,0.91729,-0.01240,0.01340,-0.01284,0.00084,-0.00003,2013-04-17,0.5
MSFT130125C00022500,MSFT,2013-01-25,22.5,call,5.00,5.08,5.00,106,5.15,236,49,0,2013-01-23,0.01976,1.00000,0.00000,-0.00008,0.00000,0.00123,2013-01-23,0.0
MSFT130125P00022500,MSFT,2013-01-25,22.5,put,0.00,0.01,0.00,0,0.01,321,0,0,2013-01-23,1.22948,-0.01088,0.01142,-0.01803,0.00059,-0.00002,2013-01-23,0.0
MSFT121020C00023000,MSFT,2012-10-20,23.0,call,3.15,6.60,6.55,256,6.65,151,0,472,2012-10-17,1.19046,0.99154,0.00721,-0.01235,0.00062,0.00187,2012-10-17,0.5
MSFT121020P00023000,MSFT,2012-10-20,23.0,put,0.02,0.01,0.00,0,0.01,140,1,5105,2012-10-17,1.20997,-0.00934,0.00774,-0.01359,0.00067,-0.00002,2012-10-17,0.5
MSFT121020C00024000,MSFT,2012-10-20,24.0,call,5.15,5.60,5.55,347,5.65,151,13,654,2012-10-17,1.01485,0.98988,0.00989,-0.01232,0.00072,0.00195,2012-10-17,0.5
MSFT121020P00024000,MSFT,2012-10-20,24.0,put,0.01,0.01,0.00,0,0.02,181,1,6116,2012-10-17,1.01485,-0.01012,0.00989,-0.01222,0.00072,-0.00003,2012-10-17,0.5
MSFT120721C00024000,MSFT,2012-07-21,24.0,call,2.85,6.45,6.40,57,6.50,81,0,1058,2012-07-18,0.01976,1.00000,0.00000,-0.00011,0.00000,0.00197,2012-07-18,0.0
MSFT120721P00024000,MSFT,2012-07-21,24.0,put,0.01,0.01,0.00,0,0.01,63,0,42467,2012-07-18,1.13192,-0.00887,0.00768,-0.01250,0.00066,-0.00002,2012-07-18,0.0
MSFT120421C00024000,MSFT,2012-04-21,24.0,call,3.23,7.15,7.10,22,7.20,78,0,763,2012-04-18,1.22948,0.99163,0.00657,-0.01329,0.00064,0.00195,2012-04-18,0.5
MSFT120421P00024000,MSFT,2012-04-21,24.0,put,0.01,0.01,0.00,0,0.02,51,0,14750,2012-04-18,1.22948,-0.00837,0.00657,-0.01319,0.00064,-0.00002,2012-04-18,0.5
MSFT120421C00025000,MSFT,2012-04-21,25.0,call,3.15,6.14,6.10,447,6.18,16,0,1631,2012-04-18,0.01976,1.00000,0.00000,-0.00010,0.00000,0.00205,2012-04-18,0.5
MSFT120421P00025000,MSFT,2012-04-21,25.0,put,0.01,0.01,0.00,0,0.02,111,0,15585,2012-04-18,1.05388,-0.00948,0.00855,-0.01261,0.00072,-0.00003,2012-04-18,0.5
MSFT120121C00022500,MSFT,2012-01-21,22.5,call,5.70,5.70,5.65,1544,5.75,600,174,46915,2012-01-18,0.01976,1.00000,0.00000,-0.00006,0.00000,0.00185,2012-01-18,0.5
MSFT120121P00022500,MSFT,2012-01-21,22.5,put,0.01,0.01,0.00,0,0.01,160,10,157548,2012-01-18,1.09290,-0.00966,0.00924,-0.01205,0.00066,-0.00002,2012-01-18,0.5
MSFT111022C00021000,MSFT,2011-10-22,21.0,call,6.26,6.15,6.10,333,6.20,363,20,982,2011-10-19,1.36606,0.98341,0.01229,-0.02316,0.00102,0.00169,2011-10-19,0.0
MSFT111022P00021000,MSFT,2011-10-22,21.0,put,0.01,0.01,0.00,0,0.01,59,0,24380,2011-10-19,1.22948,-0.00930,0.00827,-0.01260,0.00062,-0.00002,2011-10-19,0.0
MSFT110722C00020000,MSFT,2011-07-22,20.0,call,3.35,7.22,6.95,31,7.50,68,0,4,2011-07-20,2.82944,0.93921,0.02123,-0.17055,0.00241,0.00100,2011-07-20,1.0
MSFT110722P00020000,MSFT,2011-07-22,20.0,put,0.00,0.01,0.00,0,0.03,315,0,0,2011-07-20,1.75630,-0.00841,0.00651,-0.02015,0.00046,-0.00001,2011-07-20,1.0
MSFT110722C00022000,MSFT,2011-07-22,22.0,call,2.25,5.25,4.95,21,5.55,53,0,1,2011-07-20,2.18556,0.91316,0.03612,-0.17309,0.00317,0.00107,2011-07-20,1.0
MSFT110722P00022000,MSFT,2011-07-22,22.0,put,0.03,0.01,0.00,0,0.01,44,2,81,2011-07-20,1.24899,-0.01115,0.01171,-0.01832,0.00059,-0.00002,2011-07-20,1.0
MSFT110429C00020000,MSFT,2011-04-29,20.0,call,3.05,6.40,6.35,161,6.45,365,0,27,2011-04-27,1.79532,0.98422,0.01128,-0.03472,0.00077,0.00107,2011-04-27,0.5
MSFT110429P00020000,MSFT,2011-04-29,20.0,put,0.00,0.01,0.00,0,0.01,116,0,0,2011-04-27,1.61972,-0.00891,0.00762,-0.01905,0.00047,-0.00001,2011-04-27,0.5
MSFT110429C00021000,MSFT,2011-04-29,21.0,call,0.00,5.28,5.10,6,5.45,12,0,0,2011-04-27,0.01976,1.00000,0.00000,-0.00005,0.00000,0.00115,2011-04-27,0.5
MSFT110429P00021000,MSFT,2011-04-29,21.0,put,0.01,0.01,0.00,0,0.01,154,0,110,2011-04-27,1.36606,-0.01055,0.01047,-0.01862,0.00055,-0.00002,2011-04-27,0.5
MSFT110128C00024000,MSFT,2011-01-28,24.0,call,4.85,4.80,4.75,800,4.85,486,30,305,2011-01-26,1.22948,0.97939,0.01896,-0.03263,0.00106,0.00128,2011-01-26,2.0
MSFT110128P00024000,MSFT,2011-01-28,24.0,put,0.01,0.01,0.00,0,0.01,158,0,3476,2011-01-26,1.11241,-0.01232,0.01348,-0.01893,0.00068,-0.00002,2011-01-26,2.0
MSFT101029C00020000,MSFT,2010-10-29,20.0,call,6.05,6.03,5.90,328,6.15,355,40,0,2010-10-27,0.01976,1.00000,0.00000,-0.00010,0.00000,0.00110,2010-10-27,0.0
MSFT101029P00020000,MSFT,2010-10-29,20.0,put,0.00,0.01,0.00,0,0.01,241,0,0,2010-10-27,1.56118,-0.00952,0.00848,-0.01921,0.00049,-0.00001,2010-10-27,0.0
MSFT100723C00020000,MSFT,2010-07-23,20.0,call,2.45,5.10,5.05,61,5.15,63,0,7,2010-07-21,0.01976,1.00000,0.00000,-0.00010,0.00000,0.00110,2010-07-21,1.0
MSFT100723P00020000,MSFT,2010-07-23,20.0,put,0.01,0.01,0.00,0,0.01,86,0,100,2010-07-21,1.38558,-0.01149,0.01168,-0.01938,0.00056,-0.00002,2010-07-21,1.0
MSFT100522C00025000,MSFT,2010-05-22,25.0,call,6.40,0.01,6.30,0,6.40,0,31,1975,2010-04-21,0.01976,1.00000,0.00000,-0.00014,0.00000,0.02123,2010-04-21,1.5
MSFT100522P00025000,MSFT,2010-05-22,25.0,put,0.03,0.01,0.00,0,0.01,0,0,3596,2010-04-21,0.33194,-0.00857,0.00768,-0.00114,0.00213,-0.00024,2010-04-21,1.5
MSFT100220C00025000,MSFT,2010-02-20,25.0,call,4.60,0.01,4.70,0,4.75,0,389,2477,2010-01-27,0.01976,1.00000,0.00000,-0.00008,0.00000,0.01644,2010-01-27,2.5
