contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho,as_of,strike_diff
ETSY220506P00101000,ETSY,2022-05-06,101.0,put,8.33,8.32,8.15,8,8.50,10,44,226,2022-05-03,2.22458,-0.46897,0.01962,-1.34350,0.03625,-0.00456,2022-05-03,0.0
ETSY220225C00117000,ETSY,2022-02-25,117.0,call,9.05,9.07,8.75,54,9.40,21,12,1,2022-02-23,2.71237,0.53169,0.01700,-2.32584,0.03430,0.00290,2022-02-23,0.0
ETSY220225P00117000,ETSY,2022-02-25,117.0,put,9.51,9.55,9.30,21,9.80,31,435,8,2022-02-23,2.71237,-0.46831,0.01700,-2.32559,0.03430,-0.00351,2022-02-23,0.0
ETSY211105C00240000,ETSY,2021-11-05,240.0,call,12.20,12.18,11.90,10,12.45,27,168,171,2021-11-02,1.36606,0.53313,0.01334,-1.97492,0.08673,0.00954,2021-11-02,0.0
ETSY211105P00240000,ETSY,2021-11-05,240.0,put,11.38,11.35,11.10,5,11.60,12,160,903,2021-11-02,1.34655,-0.46710,0.01353,-1.94628,0.08673,-0.01017,2021-11-02,0.0
ETSY210806C00190000,ETSY,2021-08-06,190.0,call,9.18,9.15,9.00,6,9.30,41,518,351,2021-08-03,1.28802,0.53155,0.01788,-1.47439,0.06867,0.00757,2021-08-03,0.0
ETSY210806P00190000,ETSY,2021-08-06,190.0,put,8.74,8.70,8.55,7,8.85,40,147,354,2021-08-03,1.30753,-0.46822,0.01761,-1.49613,0.06867,-0.00805,2021-08-03,0.0
ETSY210507C00187500,ETSY,2021-05-07,187.5,call,9.05,9.47,9.20,30,9.75,15,162,47,2021-05-04,1.32704,0.54070,0.01750,-1.49979,0.06780,0.00759,2021-05-04,0.0
ETSY210507P00187500,ETSY,2021-05-07,187.5,put,8.88,8.60,8.30,10,8.90,150,188,365,2021-05-04,1.32704,-0.45930,0.01750,-1.49948,0.06780,-0.00782,2021-05-04,0.0
ETSY210226C00210000,ETSY,2021-02-26,210.0,call,9.50,9.45,9.15,42,9.75,30,241,338,2021-02-24,1.60021,0.50917,0.01610,-2.46982,0.06173,0.00532,2021-02-24,0.0
ETSY210226P00210000,ETSY,2021-02-26,210.0,put,10.66,10.32,10.10,11,10.55,10,120,535,2021-02-24,1.60021,-0.49083,0.01610,-2.46942,0.06173,-0.00619,2021-02-24,0.0
ETSY201030C00146000,ETSY,2020-10-30,146.0,call,7.65,7.65,7.45,1,7.85,12,201,111,2020-10-27,1.46362,0.52195,0.02059,-1.28440,0.05265,0.00563,2020-10-27,0.0
ETSY201030P00146000,ETSY,2020-10-30,146.0,put,8.00,7.83,7.60,5,8.05,14,133,48,2020-10-27,1.46362,-0.47805,0.02059,-1.28404,0.05265,-0.00637,2020-10-27,0.0
ETSY200807C00130000,ETSY,2020-08-07,130.0,call,7.10,7.25,7.00,1,7.50,32,1820,1241,2020-08-04,1.56118,0.52390,0.02168,-1.21950,0.04686,0.00500,2020-08-04,0.0
ETSY200807P00130000,ETSY,2020-08-07,130.0,put,7.38,7.28,6.65,30,7.90,31,158,534,2020-08-04,1.52216,-0.47691,0.02223,-1.18880,0.04687,-0.00568,2020-08-04,0.0
ETSY200508C00073000,ETSY,2020-05-08,73.0,call,4.30,4.35,4.10,10,4.60,74,148,47,2020-05-05,1.69776,0.52323,0.03555,-0.74372,0.02628,0.00277,2020-05-05,0.0
ETSY200508P00073000,ETSY,2020-05-08,73.0,put,3.85,4.40,4.20,30,4.60,31,23,0,2020-05-05,1.63923,-0.47809,0.03682,-0.71812,0.02629,-0.00322,2020-05-05,0.0
ETSY200228C00050000,ETSY,2020-02-28,50.0,call,3.64,3.70,3.50,196,3.90,2,96,449,2020-02-25,2.08800,0.53335,0.04210,-0.62673,0.01798,0.00188,2020-02-25,0.0
ETSY200228P00050000,ETSY,2020-02-28,50.0,put,3.80,3.70,3.50,160,3.90,11,66,513,2020-02-25,2.02946,-0.46783,0.04332,-0.60718,0.01799,-0.00222,2020-02-25,0.0
ETSY191101C00054000,ETSY,2019-11-01,54.0,call,3.80,3.75,3.60,52,3.90,2,58,11,2019-10-29,1.81483,0.55138,0.04419,-0.59160,0.01952,0.00216,2019-10-29,0.0
ETSY191101P00054000,ETSY,2019-11-01,54.0,put,3.20,3.25,3.10,274,3.40,1,19,84,2019-10-29,1.75630,-0.44905,0.04567,-0.56995,0.01952,-0.00227,2019-10-29,0.0
ETSY190816C00065000,ETSY,2019-08-16,65.0,call,5.40,5.15,4.90,291,5.40,247,155,1440,2019-07-31,0.72218,0.61216,0.03780,-0.12367,0.05375,0.01575,2019-07-31,2.0
ETSY190816P00065000,ETSY,2019-08-16,65.0,put,3.10,3.08,2.95,31,3.20,236,162,612,2019-07-31,0.74169,-0.38916,0.03684,-0.12279,0.05380,-0.01280,2019-07-31,2.0
ETSY190517C00065000,ETSY,2019-05-17,65.0,call,5.34,5.60,5.50,1,5.70,263,183,1792,2019-05-07,1.03437,0.60405,0.03360,-0.22318,0.04271,0.00955,2019-05-07,2.0
ETSY190517P00065000,ETSY,2019-05-17,65.0,put,3.73,3.55,3.40,300,3.70,360,325,1471,2019-05-07,1.03437,-0.39595,0.03360,-0.21891,0.04271,-0.00824,2019-05-07,2.0
ETSY190315C00055000,ETSY,2019-03-15,55.0,call,5.30,5.30,5.20,33,5.40,18,1120,4501,2019-02-22,0.81974,0.60159,0.03464,-0.10428,0.05246,0.01657,2019-02-22,2.0
ETSY190315P00055000,ETSY,2019-03-15,55.0,put,3.59,3.55,3.40,20,3.70,53,169,3071,2019-02-22,0.81974,-0.39841,0.03464,-0.10067,0.05246,-0.01503,2019-02-22,2.0
ETSY181116C00040000,ETSY,2018-11-16,40.0,call,4.80,4.75,4.60,40,4.90,22,307,512,2018-11-05,1.24899,0.63711,0.04107,-0.15710,0.02744,0.00667,2018-11-05,2.0
ETSY181116P00040000,ETSY,2018-11-16,40.0,put,2.60,2.60,2.55,12,2.65,12,726,5663,2018-11-05,1.26851,-0.36365,0.04046,-0.15723,0.02746,-0.00541,2018-11-05,2.0
ETSY180817C00040000,ETSY,2018-08-17,40.0,call,3.64,3.65,3.60,14,3.70,47,998,697,2018-08-03,0.87827,0.62168,0.05322,-0.09819,0.03093,0.00851,2018-08-03,2.0
ETSY180817P00040000,ETSY,2018-08-17,40.0,put,2.04,2.05,2.00,19,2.10,94,1548,911,2018-08-03,0.87827,-0.37832,0.05322,-0.09610,0.03093,-0.00682,2018-08-03,2.0
ETSY180518C00030000,ETSY,2018-05-18,30.0,call,2.65,2.65,2.55,12,2.75,100,536,2636,2018-05-07,0.85876,0.65106,0.07899,-0.07961,0.02018,0.00537,2018-05-07,1.0
ETSY180518P00030000,ETSY,2018-05-18,30.0,put,1.15,1.10,1.05,160,1.15,1,125,892,2018-05-07,0.81974,-0.34468,0.08237,-0.07430,0.02009,-0.00360,2018-05-07,1.0
ETSY180316C00020000,ETSY,2018-03-16,20.0,call,1.95,1.95,1.90,18,2.00,8,283,6524,2018-02-26,0.72218,0.66433,0.10764,-0.03477,0.01710,0.00595,2018-02-26,1.0
ETSY180316P00020000,ETSY,2018-03-16,20.0,put,0.80,0.82,0.80,18,0.85,12,1043,1198,2018-02-26,0.72218,-0.33567,0.10764,-0.03400,0.01710,-0.00390,2018-02-26,1.0
ETSY171117C00017500,ETSY,2017-11-17,17.5,call,0.60,0.55,0.50,11,0.60,86,662,14630,2017-11-03,0.70267,0.37600,0.16623,-0.03113,0.01233,0.00218,2017-11-03,1.0
ETSY171117P00017500,ETSY,2017-11-17,17.5,put,1.40,1.45,1.40,10,1.50,66,3,1101,2017-11-03,0.70267,-0.62400,0.16623,-0.03057,0.01233,-0.00453,2017-11-03,1.0
ETSY170818C00015000,ETSY,2017-08-18,15.0,call,0.45,0.45,0.40,19,0.50,17,144,2335,2017-08-02,0.70267,0.35114,0.17979,-0.02404,0.01089,0.00196,2017-08-02,1.0
ETSY170818P00015000,ETSY,2017-08-18,15.0,put,1.40,1.40,1.35,20,1.45,7,742,1102,2017-08-02,0.68315,-0.65443,0.18385,-0.02277,0.01082,-0.00464,2017-08-02,1.0
ETSY170519C00010000,ETSY,2017-05-19,10.0,call,1.41,1.48,1.40,2,1.55,262,5,663,2017-05-01,0.89778,0.72817,0.15046,-0.02048,0.00815,0.00325,2017-05-01,1.0
ETSY170519P00010000,ETSY,2017-05-19,10.0,put,0.35,0.38,0.35,57,0.40,91,1053,10809,2017-05-01,0.85876,-0.26565,0.15549,-0.01913,0.00805,-0.00163,2017-05-01,1.0
ETSY170317C00012500,ETSY,2017-03-17,12.5,call,1.05,1.02,1.00,3,1.05,36,111,9021,2017-02-27,0.78071,0.58740,0.17558,-0.02410,0.01106,0.00320,2017-02-27,0.5
ETSY170317P00012500,ETSY,2017-03-17,12.5,put,0.73,0.70,0.65,124,0.75,58,35,1858,2017-02-27,0.74169,-0.41154,0.18470,-0.02266,0.01105,-0.00294,2017-02-27,0.5
ETSY161118C00012500,ETSY,2016-11-18,12.5,call,1.24,1.25,1.20,14,1.30,262,49,223,2016-10-31,0.87827,0.61467,0.15103,-0.02694,0.01102,0.00332,2016-10-31,0.5
ETSY161118P00012500,ETSY,2016-11-18,12.5,put,0.73,0.73,0.65,112,0.80,82,8,921,2016-10-31,0.83925,-0.38354,0.15784,-0.02561,0.01101,-0.00281,2016-10-31,0.5
ETSY160819C00012500,ETSY,2016-08-19,12.5,call,0.66,0.65,0.60,119,0.70,6,1363,452,2016-08-01,0.85876,0.42889,0.17358,-0.02471,0.01034,0.00219,2016-08-01,0.5
ETSY160819P00012500,ETSY,2016-08-19,12.5,put,1.35,1.35,1.25,52,1.45,318,196,15,2016-08-01,0.93681,-0.55870,0.15994,-0.02696,0.01039,-0.00394,2016-08-01,0.5
ETSY160520C00007500,ETSY,2016-05-20,7.5,call,1.45,1.45,1.30,40,1.60,342,122,199,2016-05-02,1.20997,0.72748,0.14527,-0.02115,0.00628,0.00234,2016-05-02,1.0
ETSY160520P00007500,ETSY,2016-05-20,7.5,put,0.40,0.35,0.30,128,0.40,27,38,132,2016-05-02,1.05388,-0.25539,0.16136,-0.01775,0.00607,-0.00124,2016-05-02,1.0
ETSY160318C00007500,ETSY,2016-03-18,7.5,call,1.05,1.05,1.00,6,1.10,26,311,1524,2016-02-22,0.99534,0.63868,0.18088,-0.01556,0.00779,0.00276,2016-02-22,0.5
ETSY160318P00007500,ETSY,2016-03-18,7.5,put,0.70,0.68,0.60,28,0.75,160,37,503,2016-02-22,1.11241,-0.36444,0.16232,-0.01735,0.00782,-0.00245,2016-02-22,0.5
ETSY151120C00010000,ETSY,2015-11-20,10.0,call,1.30,1.35,1.20,123,1.50,216,13,171,2015-11-02,1.05388,0.65629,0.14706,-0.02559,0.00873,0.00280,2015-11-02,0.5
ETSY151120P00010000,ETSY,2015-11-20,10.0,put,0.71,0.75,0.70,5,0.80,168,174,697,2015-11-02,1.15144,-0.34863,0.13531,-0.02807,0.00878,-0.00220,2015-11-02,0.5
ETSY150821C00020000,ETSY,2015-08-21,20.0,call,2.21,2.20,2.10,55,2.30,11,158,3129,2015-08-03,1.09290,0.58838,0.07821,-0.05381,0.01771,0.00486,2015-08-03,0.5
ETSY150821P00020000,ETSY,2015-08-21,20.0,put,2.20,2.17,2.00,28,2.35,277,84,4675,2015-08-03,1.34655,-0.40814,0.06335,-0.06608,0.01768,-0.00519,2015-08-03,0.5
ETSY150619C00020000,ETSY,2015-06-19,20.0,call,1.70,1.85,1.70,96,2.00,99,188,357,2015-05-18,0.64413,0.59513,0.09883,-0.02378,0.02359,0.00912,2015-05-18,0.5
ETSY150619P00020000,ETSY,2015-06-19,20.0,put,1.45,1.48,1.40,2,1.55,123,233,269,2015-05-18,0.72218,-0.40649,0.08824,-0.02661,0.02362,-0.00861,2015-05-18,0.5
